n_union_has_cand_within_0.5,n_baseline_wrong_but_recoverable,fixes,breaks_all,breaks_on_recoverable_traces,net_fixes_minus_breaks,recoverable_oracle_gap_recovered_pct
77839,2173,337,131,131,206,0.15508513575701796
