method,weight,P_precision@0.1,P_recall@0.1,P_f1@0.1,P_precision@0.2,P_recall@0.2,P_f1@0.2,P_precision@0.5,P_recall@0.5,P_f1@0.5,P_e2e_mae,P_e2e_median_ae,P_e2e_p90,P_e2e_p95,P_matched_timing_mae,P_matched_timing_median_ae,P_matched_timing_p95,P_wrong_peak_rate,P_miss_rate,P_no_pick_rate,P_n_labeled,P_n_pred,S_precision@0.1,S_recall@0.1,S_f1@0.1,S_precision@0.2,S_recall@0.2,S_f1@0.2,S_precision@0.5,S_recall@0.5,S_f1@0.5,S_e2e_mae,S_e2e_median_ae,S_e2e_p90,S_e2e_p95,S_matched_timing_mae,S_matched_timing_median_ae,S_matched_timing_p95,S_wrong_peak_rate,S_miss_rate,S_no_pick_rate,S_n_labeled,S_n_pred
oracle_candidate,stead,0.8205128205128205,0.5925925925925926,0.6881720430107526,0.8974358974358975,0.6481481481481481,0.7526881720430108,0.9743589743589745,0.7037037037037037,0.8172043010752689,0.92025641025641,0.04,0.2109999999999998,0.2814999999999999,0.0644736842105263,0.04,0.26,0.0185185185185185,0.2777777777777778,0.2777777777777778,108,78,0.5873015873015873,0.5873015873015873,0.5873015873015873,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9365079365079364,0.9365079365079364,0.9365079365079364,0.1877777777777777,0.07,0.3380000000000001,0.7269999999999995,0.1083050847457627,0.07,0.3309999999999999,0.0634920634920634,0.0,0.0,63,63
learned_gate,stead,0.8205128205128205,0.5925925925925926,0.6881720430107526,0.8974358974358975,0.6481481481481481,0.7526881720430108,0.9743589743589745,0.7037037037037037,0.8172043010752689,0.92025641025641,0.04,0.2109999999999998,0.2814999999999999,0.0644736842105263,0.04,0.26,0.0185185185185185,0.2777777777777778,0.2777777777777778,108,78,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.4444444444444444,0.7619047619047619,0.5614035087719298,0.5370370370370371,0.9206349206349206,0.6783625730994152,0.2152380952380952,0.07,0.4120000000000003,1.0299999999999996,0.1096551724137931,0.07,0.3315,0.0793650793650793,0.0,0.0,63,108
learned_gate_seed42,stead,0.8205128205128205,0.5925925925925926,0.6881720430107526,0.8974358974358975,0.6481481481481481,0.7526881720430108,0.9743589743589745,0.7037037037037037,0.8172043010752689,0.92025641025641,0.04,0.2109999999999998,0.2814999999999999,0.0644736842105263,0.04,0.26,0.0185185185185185,0.2777777777777778,0.2777777777777778,108,78,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.4444444444444444,0.7619047619047619,0.5614035087719298,0.5370370370370371,0.9206349206349206,0.6783625730994152,0.2152380952380952,0.07,0.4120000000000003,1.0299999999999996,0.1096551724137931,0.07,0.3315,0.0793650793650793,0.0,0.0,63,108
learned_gate_seed123,stead,0.8205128205128205,0.5925925925925926,0.6881720430107526,0.8974358974358975,0.6481481481481481,0.7526881720430108,0.9743589743589745,0.7037037037037037,0.8172043010752689,0.92025641025641,0.04,0.2109999999999998,0.2814999999999999,0.0644736842105263,0.04,0.26,0.0185185185185185,0.2777777777777778,0.2777777777777778,108,78,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.4444444444444444,0.7619047619047619,0.5614035087719298,0.5370370370370371,0.9206349206349206,0.6783625730994152,0.2152380952380952,0.07,0.4120000000000003,1.0299999999999996,0.1096551724137931,0.07,0.3315,0.0793650793650793,0.0,0.0,63,108
learned_gate_seed2026,stead,0.8205128205128205,0.5925925925925926,0.6881720430107526,0.8974358974358975,0.6481481481481481,0.7526881720430108,0.9743589743589745,0.7037037037037037,0.8172043010752689,0.92025641025641,0.04,0.2109999999999998,0.2814999999999999,0.0644736842105263,0.04,0.26,0.0185185185185185,0.2777777777777778,0.2777777777777778,108,78,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.4444444444444444,0.7619047619047619,0.5614035087719298,0.5370370370370371,0.9206349206349206,0.6783625730994152,0.2152380952380952,0.07,0.4120000000000003,1.0299999999999996,0.1096551724137931,0.07,0.3315,0.0793650793650793,0.0,0.0,63,108
phasenet,ethz,0.7184466019417476,0.6851851851851852,0.7014218009478673,0.8640776699029126,0.8240740740740741,0.8436018957345971,0.941747572815534,0.8981481481481481,0.9194312796208532,0.840485436893204,0.05,0.3159999999999999,0.5519999999999994,0.0812371134020618,0.05,0.3039999999999997,0.0555555555555555,0.0462962962962962,0.0462962962962962,108,103,0.324074074074074,0.5555555555555556,0.4093567251461988,0.3981481481481481,0.6825396825396826,0.5029239766081871,0.5185185185185185,0.8888888888888888,0.6549707602339181,2.4722222222222228,0.09,0.682000000000001,1.1449999999999998,0.1330357142857143,0.08,0.455,0.1111111111111111,0.0,0.0,63,108
distance_only,ethz,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4259259259259259,0.4259259259259259,0.4259259259259259,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.2894596944444444,0.2395680000000004,0.5990968,0.7651079000000004,0.2050550224719101,0.1831239999999979,0.4345050000000005,0.1759259259259259,0.0,0.0,108,108,0.1481481481481481,0.2539682539682539,0.1871345029239766,0.2222222222222222,0.3809523809523809,0.2807017543859649,0.4259259259259259,0.7301587301587301,0.5380116959064327,0.3565064761904761,0.2541620000000011,0.8309086000000018,0.9293758000000002,0.2028467826086957,0.1815150000000017,0.4607627500000006,0.2698412698412698,0.0,0.0,63,108
raw_path_history,ethz,0.0396039603960396,0.037037037037037,0.0382775119617224,0.1881188118811881,0.1759259259259259,0.1818181818181818,0.3366336633663366,0.3148148148148148,0.3253588516746412,3.3043069306930684,1.25,8.37,14.465,0.2083823529411766,0.1775,0.4669999999999999,0.6203703703703703,0.0648148148148148,0.0648148148148148,108,101,0.0891089108910891,0.1428571428571428,0.1097560975609756,0.1188118811881188,0.1904761904761904,0.1463414634146341,0.1881188118811881,0.3015873015873015,0.2317073170731707,3.587894736842105,1.06,8.062999999999999,13.445999999999934,0.1997368421052632,0.135,0.46,0.6031746031746031,0.0952380952380952,0.0952380952380952,63,101
mlp_residual_unshrunk,ethz,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6296296296296297,0.6296296296296297,0.6296296296296297,1.0292642129629632,0.3270415000000002,2.624499999999998,4.920249999999996,0.2166445147058824,0.1940524999999991,0.4672985999999992,0.3703703703703703,0.0,0.0,108,108,0.1203703703703703,0.2063492063492063,0.1520467836257309,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,1.1198585396825398,0.46,2.2740000000000005,5.271999999999999,0.1796387500000005,0.1298115000000007,0.4549372500000015,0.492063492063492,0.0,0.0,63,108
mlp_residual_shrink50,ethz,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.3652513796296296,0.2378660000000013,0.7777279000000014,1.1740182499999985,0.2145261149425287,0.195512000000001,0.4693652999999986,0.1944444444444444,0.0,0.0,108,108,0.1203703703703703,0.2063492063492063,0.1520467836257309,0.2407407407407407,0.4126984126984127,0.3040935672514619,0.3981481481481481,0.6825396825396826,0.5029239766081871,0.4473233015873015,0.2971109999999999,1.0718566000000014,1.3396587999999998,0.1848121162790699,0.1746090000000003,0.3946738000000004,0.3174603174603174,0.0,0.0,63,108
fixed_catalog_rescore,ethz,0.7314814814814815,0.7314814814814815,0.7314814814814816,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.620925925925926,0.05,0.2579999999999998,0.4659999999999996,0.0839423076923076,0.05,0.3169999999999999,0.037037037037037,0.0,0.0,108,108,0.324074074074074,0.5555555555555556,0.4093567251461988,0.4074074074074074,0.6984126984126984,0.5146198830409356,0.5277777777777778,0.9047619047619048,0.6666666666666666,1.2000000000000002,0.09,0.488,1.003,0.133859649122807,0.08,0.4539999999999999,0.0952380952380952,0.0,0.0,63,108
shuffled_history,ethz,0.7314814814814815,0.7314814814814815,0.7314814814814816,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.620925925925926,0.05,0.2579999999999998,0.4659999999999996,0.0839423076923076,0.05,0.3169999999999999,0.037037037037037,0.0,0.0,108,108,0.324074074074074,0.5555555555555556,0.4093567251461988,0.4074074074074074,0.6984126984126984,0.5146198830409356,0.5277777777777778,0.9047619047619048,0.6666666666666666,1.2000000000000002,0.09,0.488,1.003,0.133859649122807,0.08,0.4539999999999999,0.0952380952380952,0.0,0.0,63,108
biased_history,ethz,0.7314814814814815,0.7314814814814815,0.7314814814814816,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.620925925925926,0.05,0.2579999999999998,0.4659999999999996,0.0839423076923076,0.05,0.3169999999999999,0.037037037037037,0.0,0.0,108,108,0.324074074074074,0.5555555555555556,0.4093567251461988,0.3981481481481481,0.6825396825396826,0.5029239766081871,0.5185185185185185,0.8888888888888888,0.6549707602339181,2.4722222222222228,0.09,0.682000000000001,1.1449999999999998,0.1330357142857143,0.08,0.455,0.1111111111111111,0.0,0.0,63,108
history_unavailable,ethz,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.9351851851851852,0.9351851851851852,0.9351851851851852,1.322314814814815,0.06,0.3649999999999998,0.709499999999998,0.0854455445544554,0.05,0.32,0.0648148148148148,0.0,0.0,108,108,0.324074074074074,0.5555555555555556,0.4093567251461988,0.3981481481481481,0.6825396825396826,0.5029239766081871,0.5185185185185185,0.8888888888888888,0.6549707602339181,2.4722222222222228,0.09,0.682000000000001,1.1449999999999998,0.1330357142857143,0.08,0.455,0.1111111111111111,0.0,0.0,63,108
oracle_selector,ethz,0.7184466019417476,0.6851851851851852,0.7014218009478673,0.8640776699029126,0.8240740740740741,0.8436018957345971,0.941747572815534,0.8981481481481481,0.9194312796208532,0.840485436893204,0.05,0.3159999999999999,0.5519999999999994,0.0812371134020618,0.05,0.3039999999999997,0.0555555555555555,0.0462962962962962,0.0462962962962962,108,103,0.324074074074074,0.5555555555555556,0.4093567251461988,0.4074074074074074,0.6984126984126984,0.5146198830409356,0.5277777777777778,0.9047619047619048,0.6666666666666666,1.2000000000000002,0.09,0.488,1.003,0.133859649122807,0.08,0.4539999999999999,0.0952380952380952,0.0,0.0,63,108
oracle_candidate,ethz,0.7184466019417476,0.6851851851851852,0.7014218009478673,0.8640776699029126,0.8240740740740741,0.8436018957345971,0.941747572815534,0.8981481481481481,0.9194312796208532,0.840485436893204,0.05,0.3159999999999999,0.5519999999999994,0.0812371134020618,0.05,0.3039999999999997,0.0555555555555555,0.0462962962962962,0.0462962962962962,108,103,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9206349206349206,0.9206349206349206,0.9206349206349206,0.2119047619047619,0.08,0.478,0.9189999999999996,0.1325862068965517,0.08,0.4529999999999999,0.0793650793650793,0.0,0.0,63,63
phasenet,scedc,0.5934065934065934,0.5,0.5427135678391959,0.7912087912087912,0.6666666666666666,0.7236180904522612,0.945054945054945,0.7962962962962963,0.864321608040201,1.254945054945055,0.07,0.3,0.62,0.1036046511627907,0.07,0.295,0.0462962962962962,0.1574074074074074,0.1574074074074074,108,91,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4351851851851852,0.746031746031746,0.5497076023391813,4.849523809523809,0.2,1.4800000000000006,49.51999999999997,0.1504255319148936,0.11,0.3689999999999997,0.2539682539682539,0.0,0.0,63,108
distance_only,scedc,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4259259259259259,0.4259259259259259,0.4259259259259259,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.2894596944444444,0.2395680000000004,0.5990968,0.7651079000000004,0.2050550224719101,0.1831239999999979,0.4345050000000005,0.1759259259259259,0.0,0.0,108,108,0.1481481481481481,0.2539682539682539,0.1871345029239766,0.2222222222222222,0.3809523809523809,0.2807017543859649,0.4259259259259259,0.7301587301587301,0.5380116959064327,0.3565064761904761,0.2541620000000011,0.8309086000000018,0.9293758000000002,0.2028467826086957,0.1815150000000017,0.4607627500000006,0.2698412698412698,0.0,0.0,63,108
raw_path_history,scedc,0.0396039603960396,0.037037037037037,0.0382775119617224,0.1881188118811881,0.1759259259259259,0.1818181818181818,0.3366336633663366,0.3148148148148148,0.3253588516746412,3.3043069306930684,1.25,8.37,14.465,0.2083823529411766,0.1775,0.4669999999999999,0.6203703703703703,0.0648148148148148,0.0648148148148148,108,101,0.0891089108910891,0.1428571428571428,0.1097560975609756,0.1188118811881188,0.1904761904761904,0.1463414634146341,0.1881188118811881,0.3015873015873015,0.2317073170731707,3.587894736842105,1.06,8.062999999999999,13.445999999999934,0.1997368421052632,0.135,0.46,0.6031746031746031,0.0952380952380952,0.0952380952380952,63,101
mlp_residual_unshrunk,scedc,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6296296296296297,0.6296296296296297,0.6296296296296297,1.0292642129629632,0.3270415000000002,2.624499999999998,4.920249999999996,0.2166445147058824,0.1940524999999991,0.4672985999999992,0.3703703703703703,0.0,0.0,108,108,0.1203703703703703,0.2063492063492063,0.1520467836257309,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,1.1198585396825398,0.46,2.2740000000000005,5.271999999999999,0.1796387500000005,0.1298115000000007,0.4549372500000015,0.492063492063492,0.0,0.0,63,108
mlp_residual_shrink50,scedc,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.3652513796296296,0.2378660000000013,0.7777279000000014,1.1740182499999985,0.2145261149425287,0.195512000000001,0.4693652999999986,0.1944444444444444,0.0,0.0,108,108,0.1203703703703703,0.2063492063492063,0.1520467836257309,0.2407407407407407,0.4126984126984127,0.3040935672514619,0.3981481481481481,0.6825396825396826,0.5029239766081871,0.4473233015873015,0.2971109999999999,1.0718566000000014,1.3396587999999998,0.1848121162790699,0.1746090000000003,0.3946738000000004,0.3174603174603174,0.0,0.0,63,108
fixed_catalog_rescore,scedc,0.5092592592592593,0.5092592592592593,0.5092592592592593,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8703703703703703,0.8703703703703703,0.8703703703703703,1.458055555555556,0.09,0.6939999999999998,1.9539999999999933,0.1141489361702127,0.08,0.3339999999999998,0.1296296296296296,0.0,0.0,108,108,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4444444444444444,0.7619047619047619,0.5614035087719298,2.782222222222221,0.2,1.3020000000000012,1.6539999999999997,0.1535416666666666,0.1149999999999999,0.3654999999999999,0.238095238095238,0.0,0.0,63,108
shuffled_history,scedc,0.5092592592592593,0.5092592592592593,0.5092592592592593,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8703703703703703,0.8703703703703703,0.8703703703703703,1.458055555555556,0.09,0.6939999999999998,1.9539999999999933,0.1141489361702127,0.08,0.3339999999999998,0.1296296296296296,0.0,0.0,108,108,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4444444444444444,0.7619047619047619,0.5614035087719298,3.6101587301587297,0.2,1.5500000000000005,28.12999999999996,0.1535416666666666,0.1149999999999999,0.3654999999999999,0.238095238095238,0.0,0.0,63,108
biased_history,scedc,0.5092592592592593,0.5092592592592593,0.5092592592592593,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8703703703703703,0.8703703703703703,0.8703703703703703,1.458055555555556,0.09,0.6939999999999998,1.9539999999999933,0.1141489361702127,0.08,0.3339999999999998,0.1296296296296296,0.0,0.0,108,108,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4351851851851852,0.746031746031746,0.5497076023391813,4.88031746031746,0.2,1.568,49.51999999999997,0.1504255319148936,0.11,0.3689999999999997,0.2539682539682539,0.0,0.0,63,108
history_unavailable,scedc,0.5092592592592593,0.5092592592592593,0.5092592592592593,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.8518518518518519,0.8518518518518519,0.8518518518518519,2.376666666666667,0.09,1.0229999999999997,6.997499999999991,0.1133695652173913,0.075,0.3380000000000001,0.1481481481481481,0.0,0.0,108,108,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4351851851851852,0.746031746031746,0.5497076023391813,4.849523809523809,0.2,1.4800000000000006,49.51999999999997,0.1504255319148936,0.11,0.3689999999999997,0.2539682539682539,0.0,0.0,63,108
oracle_selector,scedc,0.5934065934065934,0.5,0.5427135678391959,0.7912087912087912,0.6666666666666666,0.7236180904522612,0.945054945054945,0.7962962962962963,0.864321608040201,1.254945054945055,0.07,0.3,0.62,0.1036046511627907,0.07,0.295,0.0462962962962962,0.1574074074074074,0.1574074074074074,108,91,0.2037037037037037,0.3492063492063492,0.2573099415204678,0.2962962962962963,0.5079365079365079,0.3742690058479532,0.4444444444444444,0.7619047619047619,0.5614035087719298,2.782222222222221,0.2,1.3020000000000012,1.6539999999999997,0.1535416666666666,0.1149999999999999,0.3654999999999999,0.238095238095238,0.0,0.0,63,108
oracle_candidate,scedc,0.5934065934065934,0.5,0.5427135678391959,0.7912087912087912,0.6666666666666666,0.7236180904522612,0.945054945054945,0.7962962962962963,0.864321608040201,1.254945054945055,0.07,0.3,0.62,0.1036046511627907,0.07,0.295,0.0462962962962962,0.1574074074074074,0.1574074074074074,108,91,0.3492063492063492,0.3492063492063492,0.3492063492063492,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.7619047619047619,0.7619047619047619,0.7619047619047619,1.6553968253968256,0.2,1.0620000000000012,1.495,0.1535416666666666,0.1149999999999999,0.3654999999999999,0.238095238095238,0.0,0.0,63,63
